Geography_Code,Geography,lat,lng,geometry,L1-L3,L4-L6,L7,L8-9,L10-L11,L12,L13,L14,L15,id,amenity_pois_count
E00015983,Lambeth 028D,51.43996,-0.09792,"POLYGON ((-0.0960325059205222 51.440396352437084, -0.0959087869224151 51.440130669041245, -0.0965091918221066 51.439488875546395, -0.0958110521177981 51.438063305432024, -0.096509936743957 51.43775711712391, -0.0972593537175295 51.43929469166237, -0.0977001272928783 51.43899684185439, -0.0981869727470298 51.43923023279775, -0.0978824010556267 51.43950913499189, -0.1000586672819862 51.43937097976883, -0.1001689872612879 51.43962131586803, -0.0997483118979465 51.43987580539298, -0.097612843419395 51.4405811455004, -0.0969699740162938 51.43999791389122, -0.0970768752830315 51.440372709796776, -0.0960325059205222 51.440396352437084))",92,83,29,23,6,9,8,11,17,15066,0
E00050606,Sandwell 030D,52.48625,-2.00799,"POLYGON ((-2.007443184363846 52.487256891676395, -2.007032388241657 52.4861011251043, -2.0065493034565036 52.48537811028446, -2.005612431892646 52.485191295427406, -2.006675697763858 52.48417406088366, -2.0077497571590035 52.48504736673325, -2.009892577921988 52.48653620205928, -2.009813298421666 52.486991240425255, -2.0103741946297533 52.487096023099085, -2.010261572794071 52.487307045203416, -2.0096078165442015 52.487236683299564, -2.009474648337799 52.48772004779403, -2.007443184363846 52.487256891676395))",18,37,35,21,13,36,36,23,16,47658,0
E00092199,South Cambridgeshire 015A,52.12497,0.165528,"POLYGON ((0.1682289921724507 52.1230064090056, 0.1670867341410113 52.123006982468134, 0.1664811079681079 52.12263158038216, 0.1661939036951012 52.1231743868678, 0.1646783781847984 52.12315005318629, 0.1654586598104086 52.12409703906811, 0.1653680416682839 52.124571965678314, 0.1631167611555054 52.12432135890769, 0.162807625547668 52.12512158848758, 0.1666813258840279 52.1256934269201, 0.1669963285263089 52.12473906256727, 0.1660599112989002 52.12447568301159, 0.1662683295902946 52.12364112901899, 0.1665818032352033 52.12341034143815, 0.1677905594311636 52.123446249457714, 0.1682289921724507 52.1230064090056))",29,43,25,11,11,24,33,10,7,87094,0
E00171578,Folkestone and Hythe 014C,51.08077,1.181922,"POLYGON ((1.1834442637190297 51.080626172441384, 1.1835955813894723 51.08039238697447, 1.1818316921554703 51.080337287192705, 1.1815571248779873 51.08001043923385, 1.1819983550804065 51.080115687866744, 1.1823784780820545 51.07972821491144, 1.1811697641978982 51.07986852423157, 1.1813089711214515 51.08087899415359, 1.180295936856565 51.08171662864316, 1.181478218653446 51.08172890291048, 1.1815420014852802 51.08110975585343, 1.1834442637190297 51.080626172441384))",10,23,25,21,15,15,24,17,9,161665,4
E00147762,Shropshire 036D,52.44437,-2.83798,"POLYGON ((-2.833012473176548 52.4433216639248, -2.8339564759422715 52.443093722787204, -2.835524813437643 52.44357741971943, -2.8361171393184024 52.44546387445767, -2.8367450191099666 52.44541591970421, -2.835706531343618 52.44285490983526, -2.837340262199564 52.44266225968461, -2.837943843035056 52.44357404598335, -2.839606564487382 52.44327335690114, -2.8396199100756334 52.44524606677068, -2.8386056953755348 52.44580243468091, -2.83692025708737 52.44583688879721, -2.8356057850477137 52.44608312424911, -2.8348654637887174 52.44583662698327, -2.833012473176548 52.4433216639248))",8,26,16,21,14,47,71,17,13,139982,0
E00064235,Blackpool 010C,53.81662,-3.04357,"POLYGON ((-3.0430278375846003 53.817536181555454, -3.0426995773624554 53.81559226167383, -3.0437962757687353 53.8155161480692, -3.043934672125583 53.81628550357367, -3.044428689896927 53.81633520403297, -3.043980056705705 53.81655491261907, -3.0441702588879416 53.81763436964273, -3.0435036228100723 53.81770310007562, -3.0434578658543683 53.81744217018661, -3.0430278375846003 53.817536181555454))",7,16,13,12,7,18,13,8,2,60549,0
E00151933,Staffordshire Moorlands 006F,53.102,-2.04216,"POLYGON ((-2.0412140397535925 53.10420508921556, -2.039351435049484 53.10293366579125, -2.0400606689116794 53.10139838798315, -2.040372205825389 53.099933264578624, -2.041411615992185 53.100021156662315, -2.041276300586694 53.100481104311136, -2.0417821887974257 53.10059557256651, -2.0428516665928664 53.10000155563705, -2.0435420932538664 53.10053119687408, -2.042647518111768 53.100959013137334, -2.042304061127157 53.10164890820284, -2.044269187814016 53.10227540645608, -2.0449959895653826 53.10210509624398, -2.044197799860289 53.10303320659579, -2.0435324572598694 53.10304299955739, -2.04357274387349 53.10353204968673, -2.0415935379083248 53.1037981355124, -2.0433606404267968 53.10389098675139, -2.0437976540213807 53.10426457972014, -2.0412140397535925 53.10420508921556))",36,58,31,27,7,32,24,11,10,143947,0
E00149672,Cannock Chase 003E,52.74491,-1.94538,"POLYGON ((-1.9430316081419396 52.74757086314549, -1.9436081030451033 52.74627735213461, -1.9435643671414278 52.7434329825087, -1.9451484747661671 52.742709622273814, -1.9477391485239213 52.74580854195455, -1.9465466078134648 52.74679949786389, -1.9453981241685554 52.74658616317586, -1.9450717359456124 52.747097738922015, -1.946212050943784 52.747404317175224, -1.9459449697131574 52.74776378735414, -1.945478295076183 52.7476308081509, -1.944351299164847 52.749121869218236, -1.943375284094252 52.748877460139084, -1.9440113860230714 52.74773282472927, -1.9430316081419396 52.74757086314549))",9,38,25,21,11,27,39,14,11,141803,0
E00038219,Doncaster 032A,53.48218,-1.23385,"POLYGON ((-1.2330098969306293 53.48348353264707, -1.2333101387957084 53.48288273249816, -1.2325411847168546 53.482226974439115, -1.2327460288281278 53.4819445439878, -1.232010089783943 53.48156443397113, -1.231443721657416 53.48169541764973, -1.2312875696586791 53.48087692124698, -1.23238453076176 53.479502222299274, -1.2323421170848212 53.4789166616175, -1.2333783074495683 53.478362732267705, -1.2337263357259471 53.47855311440697, -1.2340975156267169 53.4787934860225, -1.2338749906827147 53.479404341462754, -1.232925882760903 53.47995459120475, -1.232652931150605 53.480687775639865, -1.234332590418216 53.48089369324825, -1.2341508635153238 53.48131082587196, -1.2359773170417738 53.48182767509007, -1.236462303517852 53.48197858307922, -1.2360288972361548 53.482540095708224, -1.2352411131815213 53.48295696897508, -1.233769149762023 53.48336315306131, -1.2336254069086776 53.483684825891615, -1.2330098969306293 53.48348353264707))",20,37,35,38,33,29,43,28,10,35931,0
E00144800,Rushcliffe 005D,52.93115,-1.12882,"POLYGON ((-1.1256298166441523 52.93169033735394, -1.1257353373978705 52.931588722507186, -1.1260247606178981 52.931274050048884, -1.12669081821921 52.93098924187693, -1.1317424126434323 52.92927139616885, -1.1309873520188332 52.93101377979368, -1.1319327844393687 52.93137950594978, -1.131487955589799 52.9327614111866, -1.1307302139189161 52.93272368065752, -1.1309364078294295 52.93193452159163, -1.130303973656861 52.931805741294916, -1.1306145196704307 52.930484802400564, -1.1300314620100904 52.93019681084011, -1.1290375976847078 52.930364352352385, -1.129760134011829 52.930632512487676, -1.1295942759466153 52.93157356039668, -1.1284841548507165 52.9325990537228, -1.1280929149527137 52.932515431405086, -1.128007319464076 52.93190404442755, -1.1274819484417116 52.93192492839553, -1.1262632836580735 52.93304330239042, -1.1261608959703324 52.93207013195175, -1.1256298166441523 52.93169033735394))",63,89,19,15,10,10,16,14,41,137212,3
E00029503,Stockport 024C,53.39688,-2.1292,"POLYGON ((-2.1265670971193864 53.398061671422326, -2.1267701383522395 53.397813762166464, -2.126198483628773 53.39751949900681, -2.127446619562563 53.397084485764324, -2.127723640874359 53.39581392463884, -2.129026296458915 53.39602286282446, -2.130465797081835 53.395676467038065, -2.1309933948148196 53.396980219541064, -2.130057802719316 53.39740697880568, -2.12909961399659 53.397440523350326, -2.127685252279202 53.398066572819616, -2.127195237252735 53.39783112901277, -2.1265670971193864 53.398061671422326))",13,51,24,18,13,25,32,29,10,27599,0
E00152964,Ipswich 013A,52.04169,1.121851,"POLYGON ((1.1225699642788363 52.04282681064213, 1.1234081936579623 52.04209812187536, 1.1228054568370198 52.04197900334418, 1.122154238696901 52.040351991479916, 1.1208903461938535 52.040154232859344, 1.1202579943335789 52.04061746368446, 1.1205707639073055 52.041968736399525, 1.1217425978174531 52.04237267808444, 1.1215620181553145 52.04282177225412, 1.12191374496825 52.043230085891025, 1.122215407553405 52.04274541135067, 1.1225699642788363 52.04282681064213))",10,28,36,13,20,49,49,17,8,144911,0
E00125433,Thanet 005E,51.38133,1.3532,"POLYGON ((1.3543751801004034 51.38223254137327, 1.355797833592143 51.38174637307178, 1.3557425192675199 51.381330466910356, 1.3551304049186272 51.38113133954313, 1.353852670587637 51.38109468908028, 1.3537659845429484 51.38055955657217, 1.3542037976212025 51.38027068470771, 1.3531243708338456 51.38023787895077, 1.352774814674114 51.37985040541003, 1.3523165909870882 51.37984128202317, 1.3523995572542797 51.380236213661895, 1.3512438724779574 51.38006469402425, 1.350906619307284 51.38039360498667, 1.351018711780476 51.38178987645009, 1.3510584566596742 51.38253647851412, 1.3520412579156222 51.38270854351987, 1.3524380850080027 51.38240111713752, 1.3532978292228177 51.382834160787034, 1.3543751801004034 51.38223254137327))",24,70,35,45,9,35,35,23,9,118847,0
E00088242,Bedford 015C,52.12725,-0.4685,"POLYGON ((-0.4673655609680834 52.12510347054559, -0.4681007140361656 52.12529818960058, -0.4677525453113298 52.12575595328822, -0.469033406357116 52.12632582319373, -0.4688155781142038 52.12658496514659, -0.4700394863927592 52.12708959884836, -0.4702921614832368 52.12752809990105, -0.4695476611977764 52.12746287389125, -0.4697084110793919 52.12815645270643, -0.4687016070519079 52.12853917976005, -0.4667077895110656 52.127344648234065, -0.4673655609680834 52.12510347054559))",15,33,26,19,13,33,50,24,23,83372,0
E00124532,Folkestone and Hythe 013B,50.93462,0.96258,"POLYGON ((0.9621937705569541 50.94797488336171, 0.9626170083867586 50.94618007672017, 0.9621523526280241 50.94596171762154, 0.9627077770639674 50.94580091752656, 0.9630775018675248 50.94503872022598, 0.9654968272971408 50.94520549137905, 0.9661150846642427 50.944408517483865, 0.9674771488134508 50.94441568871122, 0.9668741459351925 50.94618421536174, 0.9674698224712955 50.946255590804356, 0.9693266212057353 50.94165698864218, 0.9716145943570889 50.93534458947815, 0.9709991379305367 50.93513772923096, 0.9716907572290938 50.93514984591772, 0.9717982756489676 50.934874933450594, 0.966117743697462 50.93396708067294, 0.9649163784513083 50.93300603307787, 0.9671185035154506 50.93275470023661, 0.9691338729914293 50.932024939021524, 0.9712051310016165 50.930414493144895, 0.9723352939129112 50.93002310139711, 0.9725514367752899 50.929228676965025, 0.9769070074391186 50.929602510297805, 0.9769133389622263 50.92959300582894, 0.973911222429177 50.928671113713506, 0.9727724873313717 50.92866636446215, 0.9726587007156401 50.92895116131809, 0.9724618338966191 50.92858950236148, 0.9711011781313721 50.928407426135756, 0.9723990569132273 50.92789110594333, 0.9729124324255203 50.92828451239791, 0.9737423679998846 50.92833817396601, 0.9744123514994183 50.92756196018331, 0.9737845086001138 50.92677411290537, 0.9722321132203428 50.92655598336306, 0.9700368245687896 50.92505257571003, 0.9656112506327661 50.922770324222725, 0.9624549269025899 50.923333670820035, 0.9543811539763747 50.93362619169119, 0.9514086399853131 50.9342395566449, 0.9519486788998245 50.935625013974985, 0.9482829089965605 50.942110646340645, 0.95974460984373 50.94524340490331, 0.9591543401154287 50.94774795994024, 0.9614860171758561 50.94834230243582, 0.9621937705569541 50.94797488336171))",25,57,29,62,28,39,38,24,6,117986,0
E00135622,King's Lynn and West Norfolk 013A,52.65119,0.274429,"POLYGON ((0.3001024120031964 52.66559822562257, 0.3024997781201233 52.655976426202244, 0.314667244020098 52.6462019825483, 0.3163564352600705 52.644283532751, 0.3179185889347305 52.640821537595876, 0.3197320333329218 52.63125488973781, 0.3209357704894283 52.62885045760236, 0.316135926492364 52.62803170633963, 0.3081263737453941 52.626704524588305, 0.2990447937703068 52.62391027761305, 0.2965794419001046 52.62375749013723, 0.2934282297325171 52.62302644810748, 0.2865724621423471 52.62311321173938, 0.2822708122608432 52.62403156239745, 0.2782908779778495 52.623822161003645, 0.2713039224165801 52.624195479027385, 0.2625889076505334 52.62642752694274, 0.2608920197922361 52.62699068690934, 0.2604971754910302 52.62832789693557, 0.261143086440959 52.63163008355083, 0.2608555170597854 52.63307416938736, 0.2528305837581181 52.6333007564892, 0.248654733895466 52.632995469159034, 0.2480979686445691 52.64323275850925, 0.2378468446880115 52.643832383834614, 0.2361643080208798 52.64681612370982, 0.2265825657531344 52.648694288811626, 0.2313797314290962 52.653104011124235, 0.2348101330125104 52.65936068023033, 0.2369640431043604 52.66189075992277, 0.23948242956468 52.66082032007229, 0.2416391721491625 52.66050201882035, 0.2391671206367665 52.65784592350186, 0.2416095011848346 52.65697887510729, 0.2411745423102482 52.65642654721333, 0.2399344368236449 52.656266726966074, 0.2380933853848472 52.654898524765464, 0.237622715782191 52.653612990754795, 0.2353601336188894 52.65210376414822, 0.2339631371385902 52.65159495157986, 0.234809828166824 52.64894472929904, 0.2369658182468635 52.64787442364949, 0.2364287710878328 52.646784156595324, 0.2439190695697195 52.646594888219944, 0.2446709611361905 52.64764861051495, 0.2465874724627441 52.64858117846325, 0.2478044702879025 52.6486493469118, 0.2516903770217526 52.647142081911646, 0.2555894690197249 52.64692061223032, 0.2594220807911632 52.64792300562775, 0.261414842909297 52.64879063516446, 0.2617938794198625 52.64969419704336, 0.252595049239077 52.65212452219686, 0.2529384945727864 52.65305310960929, 0.2471614403442726 52.655073522611836, 0.2519857241045539 52.65831837894983, 0.2516276803824257 52.662044406566565, 0.2507746818292602 52.66325188162872, 0.2509537798819727 52.664384582892176, 0.2520387694594252 52.66491567420864, 0.2516610116188753 52.66529465998209, 0.2519955346919391 52.665542817370216, 0.2527874118678982 52.66542022469775, 0.2555816432149607 52.66594061217801, 0.2557255891273888 52.66688235798829, 0.2572374051889717 52.667944208684474, 0.2600086302018726 52.6681286847757, 0.2617319676478271 52.66712449117721, 0.2627345381962608 52.664626322514074, 0.2657950795353222 52.66344275722478, 0.274058178654897 52.66874356568436, 0.2689073816910203 52.67093181070875, 0.2689602750645881 52.67302995936337, 0.2714039601928345 52.675885729486794, 0.2731239868245594 52.67665219945142, 0.2742853423901649 52.67675983294571, 0.2767613015573792 52.678854922740236, 0.2797006693773651 52.677220122374784, 0.2849047192625834 52.67536315265457, 0.289865534999572 52.676829964929844, 0.2939832478347526 52.67627739675238, 0.296172125853995 52.67198285085557, 0.2994693991742446 52.66734668721333, 0.3001024120031964 52.66559822562257))",34,52,34,79,14,38,39,32,9,128463,0
E00087384,Isle of Wight 002A,50.75784,-1.31435,"POLYGON ((-1.3117966190234103 50.759020405031876, -1.311248143764728 50.758479192233914, -1.3114078369444926 50.75729249947977, -1.3129855735857412 50.75688719922542, -1.3134331036275855 50.75609591835015, -1.3139168355207025 50.75594514092105, -1.313106031954458 50.7553643489192, -1.314812199574368 50.75504151509788, -1.315448624245488 50.75629074593767, -1.3155227332871031 50.757618455373134, -1.3165296326532385 50.758567570617274, -1.3174881043273534 50.75947007386807, -1.3157147667490456 50.75985708302282, -1.3135767715123603 50.76084657584041, -1.3133230948190653 50.75949947290517, -1.3124436684082634 50.75898588926098, -1.3117966190234103 50.759020405031876))",27,53,37,30,13,28,25,16,6,82572,0
E00123636,Maidstone 008A,51.26719,0.494852,"POLYGON ((0.4960985029200849 51.26800491046636, 0.496807778251155 51.26726889148325, 0.4956110693003662 51.26635363629891, 0.4939363836901135 51.26669610460101, 0.4935889712129724 51.266414775514605, 0.4928008540240582 51.26689233952444, 0.4929163128271844 51.26728238145973, 0.4921682949044944 51.267253022262835, 0.4920146462842979 51.26759227070267, 0.4925844109698739 51.26763750642463, 0.4924835841699182 51.26796860089091, 0.4948783928161999 51.2681138611114, 0.4960985029200849 51.26800491046636))",26,71,44,38,30,50,39,13,24,117130,0
E00154902,Elmbridge 010D,51.37834,-0.40569,"POLYGON ((-0.404348220655294 51.377465789130305, -0.4059376155414138 51.377198693992234, -0.40635003795042 51.37792336467365, -0.4075415393204769 51.377234936172634, -0.4073825100945542 51.37683607247453, -0.4079025018997411 51.3769026526869, -0.4083395477930756 51.376598342910754, -0.408523889986392 51.376887758890824, -0.4094821926844034 51.376876239610006, -0.4096321066990655 51.37718664235791, -0.4089812797846142 51.37821967715941, -0.4082505449595604 51.37850471296789, -0.4076978554093817 51.37820363729935, -0.4069012728811892 51.37850130347831, -0.4028934522355141 51.380054067468684, -0.4028200434353685 51.380088739800144, -0.4025357358655019 51.37980648588295, -0.4030078127859195 51.37928729600898, -0.4039272162171873 51.37903273029693, -0.4038441944982578 51.37860213051172, -0.4044949522674048 51.378497877750924, -0.4038433595138393 51.37752185983559, -0.404348220655294 51.377465789130305))",64,59,33,36,7,14,13,6,11,146766,0
E00181379,Worcester 009D,52.18836,-2.25518,"POLYGON ((-2.253246107013971 52.189551264419535, -2.2527653455517105 52.189296563688934, -2.2538412379130723 52.18820255326757, -2.2538472339972553 52.187897000694974, -2.252897837423613 52.187757631018584, -2.2529677931277257 52.187547806159536, -2.253184028049999 52.187251772593775, -2.253996410802981 52.187318504938794, -2.2538025305977154 52.187018974898095, -2.254312873111722 52.1867245532006, -2.254982026074943 52.18747704493643, -2.256750069641561 52.188097871022606, -2.2570287218900535 52.18869760400455, -2.2566386553824014 52.189974046929464, -2.2561170225905705 52.189975187750115, -2.2564666198969014 52.189083677002, -2.255090594664295 52.18848133744438, -2.2546173056782077 52.18906257584897, -2.253246107013971 52.189551264419535))",18,33,22,29,14,23,34,7,13,169393,0
E00042036,Gateshead 015F,54.93932,-1.5423,"POLYGON ((-1.5422675510961013 54.93993534041625, -1.5408381288510338 54.939171618587935, -1.540832028080551 54.93878352034773, -1.5419782649031952 54.93837394851417, -1.5435643735826445 54.93931928837487, -1.54464925112341 54.93912435155252, -1.5446260108447578 54.938697179703475, -1.5449443951755488 54.93829746345164, -1.5455663160257092 54.93833049465101, -1.545159622720816 54.939383445453664, -1.5456667731058424 54.940232361511384, -1.544875841957566 54.94034554446938, -1.5445925821210957 54.93999581442921, -1.5431679099586897 54.940223641275644, -1.5422675510961013 54.93993534041625))",9,35,19,10,17,32,46,39,11,39563,0
E00188637,Chichester 012G,50.83902,-0.75078,"POLYGON ((-0.7502693193265413 50.83982931089571, -0.750462886366826 50.8392614700119, -0.7500598498863692 50.839279165242736, -0.7493326011082675 50.83819298564622, -0.7521904144168581 50.83787463275514, -0.752313382112809 50.83892811329201, -0.7515248036248316 50.83921367926259, -0.7513181749914877 50.839939738360975, -0.7507397695997152 50.84007496205741, -0.7502693193265413 50.83982931089571))",13,24,9,14,9,26,13,5,9,176648,0
E00127045,Fylde 007E,53.74893,-2.88787,"POLYGON ((-2.8857089102001874 53.75179230908543, -2.8857033189172743 53.75114749040212, -2.88489983988231 53.751248505377525, -2.884752235570637 53.75084451745692, -2.8864848474155136 53.75055669548216, -2.8868550517545506 53.75002865894423, -2.886219078987963 53.74973994852347, -2.8863359482051134 53.74929308213469, -2.888329191315492 53.74713967305609, -2.888912619932756 53.74596425767043, -2.889072319613908 53.74926023538458, -2.8894243604177867 53.749547623033415, -2.888682788428086 53.750294538413264, -2.887327797729877 53.750561341188714, -2.887361626142337 53.75094884359989, -2.8928753978342887 53.7502186537274, -2.893285138829339 53.75013767082778, -2.8936499763886045 53.75045536913931, -2.8943372036843535 53.75111854227568, -2.893919517879953 53.751212108779406, -2.894020342588332 53.751630034096046, -2.8935959835103917 53.75168527795367, -2.8932514279290777 53.75076017693632, -2.8920459057171746 53.75062982002426, -2.891579345025782 53.750878180096436, -2.8858665663763055 53.75189074353939, -2.8857089102001874 53.75179230908543))",27,45,23,12,14,20,16,16,6,120383,1
E00111677,Tendring 006A,51.8416,1.261052,"POLYGON ((1.2616760109650962 51.83989163808894, 1.2581653815935352 51.84117895127465, 1.25858222089426 51.841426953510634, 1.2630248446200836 51.84406810206637, 1.263997937966458 51.84376672046416, 1.2629177376429095 51.84204590612013, 1.2633380510007814 51.84198490120289, 1.2616760109650962 51.83989163808894))",20,33,31,20,15,33,22,16,3,105767,0
E00180524,Chelmsford 012A,51.71703,0.459653,"POLYGON ((0.4602780019783189 51.71719953452461, 0.4604153325632959 51.716334721544655, 0.4613382153363418 51.71569852457389, 0.4613385538278208 51.715327302213964, 0.4576472541542091 51.717152506966116, 0.4576514196163745 51.717504011914, 0.4581773447485496 51.71754436526756, 0.4580214650162789 51.71783170889651, 0.458072494704012 51.718032838788595, 0.4594460793568172 51.71799690063575, 0.4602780019783189 51.71719953452461))",46,54,12,15,8,6,6,8,5,168590,0
E00131509,North West Leicestershire 006A,52.74077,-1.46158,"POLYGON ((-1.4581060686402156 52.741019755271324, -1.4616832684060361 52.738604035123, -1.4637096542670127 52.73943606149695, -1.4648590889735897 52.74081173390639, -1.4637901453545838 52.74291311460934, -1.462658327610193 52.74279380845729, -1.4627987835932583 52.741751733454706, -1.462289550938537 52.741658982130154, -1.4623553136731111 52.7410391191569, -1.4609210075408305 52.74106070935415, -1.4590308185463021 52.74169820836896, -1.4581060686402156 52.741019755271324))",64,91,25,33,6,20,19,9,28,124599,0
E00038625,Doncaster 007B,53.55738,-1.0633,"POLYGON ((-1.0601646281039983 53.557283831918014, -1.0617479384267925 53.55694648299548, -1.0658852020656593 53.556338036971304, -1.066000818719755 53.55654926551873, -1.066308966160865 53.5571124558717, -1.0667930712200564 53.55799730216386, -1.065137194680743 53.55824488435337, -1.063288338178399 53.55762007464187, -1.061598293043246 53.558007518673165, -1.0617300163208805 53.55826137611716, -1.0608125303976135 53.55838756471852, -1.0601646281039983 53.557283831918014))",20,49,39,14,15,34,36,12,11,36323,0
E00063691,Blackburn with Darwen 001E,53.76169,-2.48108,"POLYGON ((-2.4780030115430463 53.76059273328754, -2.481329497601323 53.76001233854134, -2.4816981160265583 53.760894621768145, -2.4837465266319128 53.76082762280351, -2.483901955269246 53.76264451607029, -2.4833666401049848 53.762565783852054, -2.4827684521539553 53.763128226310556, -2.4817654969535092 53.76333463207187, -2.4811511007523386 53.76263140709411, -2.480353085879452 53.7626159406905, -2.479901284851473 53.76293752084322, -2.47926410492987 53.76239616063348, -2.478696633015914 53.762397840407964, -2.4780030115430463 53.76059273328754))",6,39,26,19,15,32,34,37,18,60019,0
E00019601,Richmond upon Thames 014D,51.44835,-0.33164,"POLYGON ((-0.3304205649682649 51.44681206648212, -0.3307135906975825 51.44692964226473, -0.3324324378964134 51.44890573147565, -0.3333109857336862 51.448716561256624, -0.3335447781075084 51.44905084955532, -0.332101158243406 51.449468231842836, -0.3319380408535705 51.44887239543826, -0.3298967847630476 51.44728813602705, -0.3298061534934702 51.447021830032014, -0.3304205649682649 51.44681206648212))",84,89,24,23,11,8,22,24,21,18452,0
E00033625,Liverpool 017C,53.42742,-2.88209,"POLYGON ((-2.88486827923702 53.42825967026973, -2.8843494577641247 53.42805987210976, -2.8833223131356998 53.4283138496551, -2.8821286483779027 53.42796328738997, -2.880921294680015 53.428536262857484, -2.880034776835943 53.42847177920073, -2.8803500618829876 53.428271341487935, -2.8797715568446614 53.42795200771275, -2.8802111950842644 53.42697143101786, -2.8793045373020028 53.42662155156135, -2.8798997816471044 53.426351268233375, -2.879981015675961 53.426745575557575, -2.88087459356917 53.426800605119524, -2.8816613829579003 53.42628459788364, -2.8823541326409288 53.426612466317195, -2.885195474097618 53.428084178778576, -2.8862670689568986 53.426967345778074, -2.8867195613299836 53.427069542136906, -2.8866360619587064 53.42740126563256, -2.8853327559770547 53.428505667194656, -2.88486827923702 53.42825967026973))",36,55,35,36,12,30,20,17,13,31540,0
W00010401,Neath Port Talbot 010H,51.64614,-3.86673,"POLYGON ((-3.867457252254083 51.65806282889297, -3.8677239882291934 51.65704783908878, -3.8681058499148517 51.65559473785982, -3.868638723831194 51.65464942775271, -3.864910411462111 51.654254486530554, -3.8644350096563556 51.6537450964619, -3.867203481477141 51.65375011144826, -3.867020622611277 51.649301473461534, -3.86393226244236 51.64961390103917, -3.8622005578832055 51.64633267095973, -3.860849934870097 51.6452258935773, -3.8588367097191516 51.64585718929553, -3.8573930409946824 51.64582614802134, -3.8571941018899523 51.64484193421968, -3.8575826428897098 51.645055311297185, -3.8586475372594182 51.64474121954218, -3.858787461993947 51.64494241386535, -3.860805820737178 51.64468595261145, -3.8612828501133527 51.64491417287089, -3.864138912198827 51.644910052827065, -3.864351672839404 51.64413806592975, -3.862995557989878 51.64387129385364, -3.8620767936030926 51.64401267305533, -3.862364691977787 51.643420635787045, -3.86571524051382 51.64250638607745, -3.8665718031278744 51.642951377389586, -3.868652030761229 51.64327797747857, -3.8695456515735867 51.64392018429377, -3.869841146942443 51.64477874204327, -3.8682885877676014 51.6470547841412, -3.876194623252854 51.646601094480616, -3.874349650099418 51.649372881585165, -3.8748726988961164 51.65053184195718, -3.87427343627963 51.651248155180156, -3.874319669333457 51.65190931571571, -3.875458835632445 51.65303218567396, -3.8753718145818232 51.654194063378604, -3.8751759673010993 51.65756564644618, -3.874048127029809 51.65801762591844, -3.8710541643931697 51.65832981029118, -3.867457252254083 51.65806282889297))",62,63,25,18,14,19,13,5,10,188585,0
E00109573,Chelmsford 016C,51.70959,0.557121,"POLYGON ((0.5551691109456284 51.727853469444156, 0.5554647396937471 51.7278110381995, 0.5598559169312883 51.72798682079562, 0.560091107140194 51.72799623141743, 0.5610983932135634 51.727540498832184, 0.5618098734558697 51.72721858923999, 0.5622423845379724 51.726840505732, 0.5617775909279823 51.72594385067986, 0.5573809243315042 51.725727140553666, 0.5558009531012277 51.72597777246736, 0.5579767841890557 51.72448626116263, 0.5592180924724238 51.72047239950745, 0.5587436723918637 51.71915786635806, 0.559940200931128 51.7186952082416, 0.5611021444464531 51.718659565503046, 0.5592124207743222 51.71700664045263, 0.5584133634740569 51.7167028122944, 0.5565005340539153 51.7146193530155, 0.5572094248040363 51.71436579765694, 0.560150828948687 51.715200640212416, 0.5608986525910739 51.71486892611221, 0.5623345025050466 51.7152647408875, 0.5633198275076444 51.714495003713196, 0.5641654070962641 51.71543268601581, 0.5663439407858033 51.715333251212456, 0.5661316988392843 51.716041990619956, 0.5694824608209821 51.71487949676138, 0.5694611657391062 51.71418742566425, 0.5699911452701624 51.71433132674396, 0.5703193686770656 51.71406183824904, 0.5707032046089415 51.714289671228286, 0.5703760710080934 51.71540868229986, 0.5713248075738122 51.715853188078675, 0.5721421594517645 51.71490348339921, 0.5741889136282123 51.71580641813705, 0.5743070113934556 51.715374960185805, 0.5751654792119029 51.71551207350284, 0.5755863714427607 51.715339706577865, 0.5747316919635321 51.71417658289216, 0.5721646816602911 51.71337627196055, 0.5716565892777448 51.71269483004544, 0.5701594584091958 51.713008453492726, 0.5695419934312842 51.71276354441171, 0.5704107692341541 51.71243010250281, 0.5711556665421599 51.711249415658024, 0.5706336886991905 51.71092531383832, 0.5699017098830115 51.711292069978825, 0.5691582105776716 51.711200418673265, 0.565684608893827 51.709423752560035, 0.5618964599996187 51.706430769170034, 0.5604558154978438 51.70450166565997, 0.559278227500307 51.70441042335066, 0.5574839817215361 51.70485336198879, 0.5563714110635826 51.704583481122015, 0.5558457500401551 51.70563181383933, 0.5543375969227572 51.70637874264557, 0.5533149123140569 51.70754182531596, 0.5559540277193376 51.71047356194073, 0.5543430766249187 51.71106760241607, 0.5531998049594149 51.711066428734604, 0.5508278200748472 51.71106395855844, 0.5515486424648961 51.712537610190296, 0.5534921740033291 51.71454497376082, 0.5534033413066255 51.71459292156408, 0.5533745340373823 51.71460847029268, 0.5520669222352463 51.715314240956744, 0.5482686242047252 51.71655866360089, 0.5470161681958701 51.717188770299565, 0.5444053054312292 51.71850218701776, 0.5395276992222499 51.720034997796944, 0.5404077119782665 51.72096194061019, 0.5399932416359806 51.72322200318005, 0.5417644018027441 51.72359372214336, 0.5425401887957244 51.724354840495046, 0.5421383521260298 51.72472594519836, 0.5399329718275435 51.72506863264779, 0.5405973702872133 51.72994393700293, 0.5551691109456284 51.727853469444156))",117,87,48,38,8,23,12,11,19,103769,0
