Geography_Code,Geography,lat,lng,geometry,L1-L3,L4-L6,L7,L8-9,L10-L11,L12,L13,L14,L15,id,amenity_pois_count
E00053488,Bradford 031B,53.82578,-1.89613,"POLYGON ((-1.8935064842687173 53.82536718522314, -1.8942179776447579 53.825165207460586, -1.8956601556754369 53.82603531578208, -1.8960822742415357 53.82586160774404, -1.8953609995360274 53.82493080477092, -1.896622260432364 53.82474523435745, -1.8971802100160142 53.823626428985904, -1.896910790036755 53.82338098990807, -1.8951515082578707 53.82324119892498, -1.8946826809271078 53.82300045227025, -1.895419802185929 53.822357623175314, -1.8967337460541007 53.82257308451934, -1.8966658430240795 53.82288286683697, -1.897141134304892 53.82292553545427, -1.8974564296727559 53.822565739536486, -1.898412208488394 53.82276836540034, -1.8988131168334992 53.822833937675135, -1.8981048892656036 53.82386496436851, -1.89852958955354 53.8242676946019, -1.897661270073043 53.82656176313556, -1.8950207128471483 53.82670225148482, -1.8942964097071058 53.826128089147204, -1.8944836695363414 53.82587201704403, -1.8935064842687173 53.82536718522314))",25,67,39,38,19,18,14,7,11,50421,0
E00135965,North Norfolk 004B,52.90663,1.095667,"POLYGON ((1.0997652740855526 52.90796619733422, 1.098870807923426 52.90813919319885, 1.0982730018665514 52.907650252141316, 1.0970308533975703 52.90754292649653, 1.09746102863249 52.90710645574182, 1.1000629883665975 52.90677992241836, 1.1006123144382878 52.906283735641495, 1.100640704052726 52.90555410215358, 1.0987839144728067 52.90510213905081, 1.0982071185392137 52.90496173179781, 1.0980309912660982 52.90517244576053, 1.09461074154621 52.9043141915584, 1.0932782960348526 52.90422623231102, 1.0927467283959182 52.90449168628559, 1.0922981834174526 52.90424167967931, 1.0917701814095524 52.905112850204404, 1.088940396390022 52.904854542368774, 1.089714132511021 52.905582045034414, 1.090695046905955 52.90577058376608, 1.0909129427998283 52.906724925907945, 1.093840241934915 52.90750510204605, 1.0927760344034163 52.90801351233279, 1.092784808496392 52.90832142178239, 1.0945824068318752 52.908923869983, 1.0947091246968137 52.908148896762725, 1.0964377632029432 52.90835374736876, 1.0967812813432685 52.9080265370344, 1.100016913286766 52.908949500080205, 1.0997652740855526 52.90796619733422))",48,78,21,32,16,15,12,7,12,128794,2
E00107453,Wealden 006C,51.04942,0.17082,"POLYGON ((0.1731900260040272 51.04930924100574, 0.1732812887784824 51.048240787104575, 0.1726648397748809 51.048063999392916, 0.1712814873612714 51.048163371486545, 0.1714719057339224 51.0483912717587, 0.1709757772960598 51.048535672563126, 0.1704349361073487 51.04819343564783, 0.1687237243593248 51.04885889284585, 0.16905800666995 51.04905157910895, 0.1683578062663339 51.04924645116184, 0.1685597030441849 51.0495706163981, 0.1692018437107586 51.04949315207313, 0.1692208484525428 51.05032031866763, 0.1697121684382589 51.05033475018116, 0.1696207047611507 51.04998786928382, 0.1704537190866163 51.049800316593895, 0.1710966600456329 51.05074037039846, 0.1725613097265538 51.05059590689239, 0.1725391645568747 51.04974346416721, 0.1731900260040272 51.04930924100574))",41,71,44,39,13,37,19,10,10,101730,0
E00079240,Peterborough 019B,52.55579,-0.22429,"POLYGON ((-0.22319242280677 52.55710321480948, -0.2230551098165578 52.55628078674625, -0.2226496683784348 52.556260283248996, -0.2233499619947349 52.55501811993643, -0.222851368978529 52.55437802256485, -0.2239876051296781 52.55435276310712, -0.2246606252955073 52.5548747768755, -0.2250879078237272 52.554276307881196, -0.2260076705184036 52.55428125653912, -0.2251824208091313 52.55706073366581, -0.2247692419117964 52.55735558285191, -0.2242685236190762 52.5567961989493, -0.22319242280677 52.55710321480948))",14,39,30,20,22,33,47,19,9,74827,0
E00172172,Coventry 031F,52.40771,-1.5063,"POLYGON ((-1.502357534292009 52.40804282137463, -1.5036625902086642 52.40809826248258, -1.5041780922866923 52.406697960140384, -1.5041465701897796 52.40646498297967, -1.502526748471737 52.406221633126506, -1.5019550872463823 52.405688035246754, -1.5018947489987367 52.40486640884196, -1.502432402763619 52.40480099094474, -1.5036540070174051 52.40459799900823, -1.5040759799055354 52.40548021096315, -1.5061995199315203 52.40552730257913, -1.5079795941680303 52.40692567659347, -1.5088480941401865 52.40648594523878, -1.509924729660564 52.40759975036038, -1.5107367796211533 52.40779509638307, -1.5106711811237898 52.40832600814781, -1.5094947456726808 52.40844623403272, -1.5076643962122767 52.40983224779038, -1.506115063272778 52.40963685265549, -1.5057837274075667 52.410345690753445, -1.5032695651593027 52.410371121288826, -1.5033642259278228 52.409796149077394, -1.5024925278511534 52.40887549081876, -1.502357534292009 52.40804282137463))",10,14,3,1,1,8,7,10,1729,162122,5
E00033313,Liverpool 025A,53.41573,-2.87796,"POLYGON ((-2.8782742458310318 53.41664641001042, -2.8778153021750046 53.41663002778864, -2.877496602834076 53.415863950874645, -2.876342817710569 53.41533325341719, -2.876801806399932 53.41484746510073, -2.875435954376579 53.41441612731647, -2.8758575046698063 53.4140022725076, -2.880469069839618 53.415755791836325, -2.880119522143372 53.416076169558124, -2.8804921023139647 53.4163513033636, -2.87974179536307 53.41673214538853, -2.878862659869919 53.417009211084235, -2.8782742458310318 53.41664641001042))",13,23,29,17,13,46,44,44,24,31257,0
E00136497,Norwich 009A,52.62672,1.276747,"POLYGON ((1.2780728316560903 52.62727548367126, 1.2770415743684278 52.62605654654059, 1.278164380464673 52.62557220368737, 1.2773722766316822 52.62520662303898, 1.2765012987202795 52.62542964396126, 1.276495741158368 52.62631435440976, 1.2753089214854012 52.62654718813935, 1.275261822789733 52.627047213365145, 1.2762911963718129 52.627310081314995, 1.2768155206990905 52.62745629146176, 1.2770570905000829 52.628040878736826, 1.2782512701401236 52.62809017366865, 1.2780728316560903 52.62727548367126))",50,57,25,11,4,22,7,8,65,129312,1
W00003729,Carmarthenshire 008D,51.84433,-4.23898,"MULTIPOLYGON (((-4.255875168279088 51.86100590093464, -4.256308054395453 51.86077509121543, -4.255861218357166 51.86111395066109, -4.255875168279088 51.86100590093464)), ((-4.292742013222843 51.86026508915076, -4.2925603158319205 51.86018283980393, -4.292488708950581 51.86007436063845, -4.292594135208493 51.860108128923656, -4.2930082190415995 51.860240759883546, -4.294242359251093 51.8600137221311, -4.2963156679144765 51.85886011537979, -4.296335062912262 51.85884932313676, -4.2956990711687215 51.85977206528811, -4.294655533460621 51.86049402137133, -4.29362370318613 51.86061113374537, -4.292742013222843 51.86026508915076)), ((-4.293529977743774 51.860621771171374, -4.293448560160547 51.86058491766602, -4.293564172625067 51.86061789019521, -4.293529977743774 51.860621771171374)), ((-4.289941084799344 51.86226877781413, -4.289891696212119 51.862128403778186, -4.290079355707006 51.86237542235708, -4.290015124489286 51.86248828236584, -4.289941084799344 51.86226877781413)), ((-4.278894170384144 51.86065238785549, -4.27641633130569 51.85814864897578, -4.274748522858844 51.857711334413274, -4.269811384555253 51.85817643333971, -4.266054632819137 51.85943987269281, -4.261258526744489 51.85996268174578, -4.257428740026825 51.859786998282566, -4.2554895164927675 51.8608279626552, -4.254711586133244 51.86198574637194, -4.253544584495112 51.86224493996542, -4.252350823688844 51.86181409110359, -4.25226758462632 51.86191463238735, -4.249844612974716 51.860776860212724, -4.248186458605208 51.86035009109107, -4.238303213499168 51.85938662961461, -4.23657478067264 51.859648820312394, -4.234905670694283 51.86046456734217, -4.234421855270824 51.860398336581575, -4.232921796411974 51.86106264459133, -4.229428046612274 51.86150029003283, -4.227133604439569 51.8612804971964, -4.226233500036169 51.861721836249664, -4.223832716114901 51.8614866727685, -4.222693326248398 51.86085274326538, -4.222322119045961 51.85995048210211, -4.222750455192193 51.858978433508476, -4.225248249305117 51.85717638919266, -4.225678264314479 51.85606523679269, -4.227088599336219 51.85501071331311, -4.227319318521453 51.852717745345544, -4.226484097477169 51.85124065246286, -4.224986237486713 51.85139955232033, -4.223928549950056 51.852069596936495, -4.223153909054703 51.85178576700611, -4.220276372804365 51.852413972224, -4.21948183519182 51.8522624771056, -4.2185983503668325 51.85248878498721, -4.217822823724541 51.85204114719601, -4.216606145667759 51.852283562459505, -4.21449431197132 51.851180463302065, -4.210761392153169 51.8498802014166, -4.210647438792798 51.849532629992005, -4.209274416853244 51.84940724263933, -4.208892857312319 51.84964906221425, -4.207251705613112 51.84940476724882, -4.206868143040376 51.84736053480646, -4.205410700442307 51.84622899206068, -4.2027695931444855 51.8461354705706, -4.202222899968752 51.84582478778706, -4.200019498819243 51.845863243046125, -4.198415570500645 51.84447509328708, -4.198240177776261 51.84337594677115, -4.1987086571733245 51.84262356965964, -4.198479927255152 51.84084822250424, -4.19996900042515 51.83840043015949, -4.201368590493225 51.83751457400499, -4.199790029512298 51.83667387984702, -4.201573296280314 51.83528143425765, -4.201791338145159 51.833949273345524, -4.201273134323103 51.83189506086471, -4.199464862532509 51.831367010445625, -4.198810277310064 51.830499680233935, -4.198225222016801 51.82907097442624, -4.19899746152779 51.828207700336506, -4.199487596382229 51.82811115920081, -4.201902832536273 51.82948141996971, -4.204975737297281 51.829757524086155, -4.206725856449209 51.829221003015576, -4.207463310199345 51.83052817728878, -4.2082957152323015 51.830961301717124, -4.210967649445987 51.8307204317563, -4.212307076950796 51.83015300907117, -4.212999521337722 51.830362963328824, -4.215154715804042 51.82965604167763, -4.219930887230853 51.830203468751954, -4.220826624034942 51.83006429603083, -4.220927089584814 51.829686545471674, -4.222979025275687 51.82950374427903, -4.226475653847791 51.82847902507845, -4.228095997385299 51.82849593021276, -4.231232839174325 51.829092906452814, -4.232741985279012 51.82877311283276, -4.233249178051609 51.829218290670944, -4.234296147521832 51.828466499419456, -4.2367065884584525 51.828400003006784, -4.2406769122038135 51.82754717907249, -4.2435544986732925 51.82683786592285, -4.246179659053721 51.82572477208073, -4.248798856267885 51.825864382807, -4.251300705263641 51.82554221880044, -4.25294980282429 51.82572644529931, -4.256953419769965 51.82528192517057, -4.2585542071619304 51.824704319632815, -4.25911617639803 51.82488699638288, -4.261935511281576 51.82450454698747, -4.266737830361682 51.824304970639155, -4.267230281853131 51.82462362734841, -4.268677228682844 51.82478095737183, -4.2709641097396585 51.82431150422262, -4.271692308113149 51.824422475581066, -4.2729254525232 51.826863462392026, -4.27031891076833 51.82680690328589, -4.270934841961899 51.82863298057373, -4.272831762716192 51.82866379901086, -4.276631692347192 51.83019460366427, -4.277493806264264 51.83180556923649, -4.278874212441395 51.83303947502469, -4.280455196562565 51.83301696271839, -4.2814075665824225 51.83368192329345, -4.2835545932722825 51.83383273159005, -4.284490409941506 51.83482341453824, -4.286155024715879 51.83565350104608, -4.2849643972425095 51.837121738784724, -4.284023438154412 51.837673314501494, -4.285162518728362 51.838667344855175, -4.284263021934283 51.83925136191611, -4.2851600894564275 51.84005225683549, -4.282699323653508 51.8413410462742, -4.281620170734634 51.841245091374375, -4.2807544180707655 51.840488525428185, -4.278785196788968 51.84087741642191, -4.2780301382739445 51.841161837471596, -4.277262821697431 51.84213015447752, -4.278979176215367 51.84368985554749, -4.28030884163814 51.844218934620315, -4.278441131746217 51.84807325568798, -4.282096170180823 51.84980344998662, -4.28062509169124 51.850374501393425, -4.281185725968934 51.85212620280868, -4.282678619370955 51.85387043464732, -4.283865175852982 51.85461974428902, -4.290922138677276 51.85288949450988, -4.2940480128130085 51.85332881304529, -4.293121450187069 51.85413398548462, -4.293742096101876 51.85499489876752, -4.292528271542162 51.85622152263358, -4.291767485197093 51.85699028978372, -4.292446445133861 51.85761912645824, -4.293816376303748 51.857952922326255, -4.296009291582625 51.85732441275811, -4.296268385310833 51.857291525265495, -4.296271561791817 51.85730855370594, -4.296383729423141 51.85790991178527, -4.295216418984403 51.8589975205899, -4.293394677717863 51.85971201970466, -4.29446290352165 51.85941887351234, -4.294000611584194 51.859798209807536, -4.29352593602438 51.859840113108326, -4.2928625473072435 51.8596383078665, -4.29246342543116 51.85883549615466, -4.291326563654875 51.8580414869603, -4.290180574079026 51.85795320511617, -4.287356834116101 51.858994121677725, -4.286741279319533 51.8594825232084, -4.286926435354678 51.85995166326339, -4.2890442858735245 51.86140502302354, -4.288983321035563 51.86261553533353, -4.288183130851366 51.86288083458494, -4.284039059785862 51.86244352259394, -4.280516696256588 51.8612997804203, -4.278894170384144 51.86065238785549)), ((-4.288676263537918 51.86318010328493, -4.28968753035112 51.8618895856611, -4.289800605896269 51.86200849877307, -4.289815551510745 51.862028172202635, -4.289878506186863 51.86218071165325, -4.290011629639687 51.86249442313779, -4.28957952983643 51.86325363401573, -4.288982482023263 51.863451297240495, -4.288389335306635 51.86328142396846, -4.288599624573781 51.86320716635761, -4.288676263537918 51.86318010328493)))",54,110,50,113,23,46,40,18,17,182221,0
E00183011,Liverpool 040D,53.39034,-2.85714,"POLYGON ((-2.8571839806694492 53.39328833198337, -2.856378719136627 53.39262158482013, -2.8565027837758503 53.3921668265156, -2.8541957555648625 53.3923891337748, -2.854145719893867 53.39234499700569, -2.8553260314545783 53.391292560837236, -2.8526775586116 53.3906393147884, -2.8528025622980087 53.39042957457933, -2.854399863540662 53.3895323350244, -2.8564474161849587 53.38814373946817, -2.8564986959444814 53.38734132205816, -2.857712093961618 53.38754452085706, -2.8606736379134436 53.38882481191956, -2.8615674761942995 53.38957656943073, -2.8614503781510985 53.389882155146225, -2.85876251479846 53.39215860953057, -2.8579680735524193 53.391847069901516, -2.85809260007488 53.39268950049386, -2.8586618061182545 53.39316605030317, -2.8582078456601163 53.39337462067005, -2.857453523845586 53.39304598897765, -2.8571839806694492 53.39328833198337))",8,17,14,7,3,27,33,42,1,171023,0
E00093883,Cheshire East 006A,53.31781,-2.23202,"POLYGON ((-2.2299587070627025 53.325085032184134, -2.230943639394663 53.32159503805675, -2.229070417539742 53.321108023220624, -2.22685143764612 53.32100224602629, -2.226787660101301 53.317691829453665, -2.228727532752748 53.3153178098006, -2.232431725365248 53.31370492693217, -2.2335669265650364 53.314217140201, -2.234530595560197 53.31425935518426, -2.2362887004991348 53.31410670566825, -2.2373543346976787 53.313575440679585, -2.2371753201466333 53.31652922756084, -2.2369575809579323 53.31774946204684, -2.2374626768870027 53.32013937050757, -2.2359756035946723 53.31990566068222, -2.2347200878971356 53.32078757634446, -2.233545551460826 53.320517759896894, -2.233367825134603 53.32121842650428, -2.2347251964949795 53.3216259915768, -2.234555112593924 53.32199463379656, -2.232957200605446 53.32179127952102, -2.2322140835969364 53.321687346265506, -2.2315735143759645 53.32202582157196, -2.230636394416397 53.32514271547103, -2.2299587070627025 53.325085032184134))",98,68,37,34,3,18,5,13,19,88683,0
E00121505,Welwyn Hatfield 002E,51.77525,-0.23446,"POLYGON ((-0.2334590275354478 51.77643986570624, -0.2329627434530175 51.77308334892522, -0.2337630889978237 51.7731980574468, -0.2337929285824474 51.772764909641154, -0.2352254760962179 51.771801311666934, -0.2359926346170559 51.771857769884186, -0.2345128209774359 51.77320957201391, -0.23464494230282 51.77446979414511, -0.2360804650743346 51.77441855344582, -0.2360527889400575 51.77503874140963, -0.2353870094265636 51.776585719611724, -0.2353571339828858 51.777257155809515, -0.2334590275354478 51.77643986570624))",48,78,43,38,23,23,27,7,16,115126,0
E00111780,Tendring 002C,51.93207,1.256176,"POLYGON ((1.2561818800232065 51.93265438598508, 1.2563966252720609 51.9324226931013, 1.258381968811651 51.93228095707228, 1.2585034008435074 51.931396036384896, 1.2578166800536645 51.931511874945166, 1.2565861867535806 51.93116977642203, 1.2566039465343264 51.93164540569609, 1.2554629889318307 51.93084039031014, 1.2549884647127454 51.931050458313585, 1.2551802558139884 51.931747661400735, 1.2538366656528306 51.93185830598054, 1.2542255201820351 51.93248808331246, 1.2539436421233656 51.93279469890529, 1.2549633526509296 51.93267163794583, 1.2558316529292612 51.93330457295655, 1.2561818800232065 51.93265438598508))",8,24,20,15,13,31,31,32,7,105869,0
